ICAO,TIPO,NOME,MUNICIPIO,UF,LATD,LONGT,DIST,APROXIMCAO,SUPERFICIE,COMPRIMENTO,LARGURA,ORIENTACAO
SJXM,Privado,Carolina de Assis Repetto,Lima Duarte,MG,-21.730277777777776,-43.89222222222222,10.0005232926354,VFR Diurna,Saibro,760,20,70.0
SNCB,Privado,Castanhal,Prainha,PA,-2.5255555555555556,-53.943888888888885,11.68259871151624,VFR Diurna,Piçarra,970,30,70.0
SWBB,Privado,Castelli Fazenda Sobradinho,Correntina,BA,-13.620277777777778,-46.09722222222222,2.74380858862051,VFR Diurna,Cascalho,1399,20,100.0
SDCD,Privado,Catanduva,Catanduva,SP,-21.148611111111112,-48.988055555555555,8.151528155225382,VFR Diurna/Noturna,Asfalto,985,20,60.0
SJKS,Privado,Catrimani I,Iracema,RR,2.3755555555555556,-63.00833333333333,20.955616067133086,VFR Diurna,Grama,700,30,110.0
SJCM,Privado,Catuleve,Aquiraz,CE,-3.9397222222222226,-38.37916666666667,13.786154314079214,VFR Diurna,Asfalto,720,18,130.0
SWLU,Privado,CAVOK,Glorinha,RS,-29.88722222222222,-50.72944444444445,17.00052048949032,VFR Diurna,Grama,1190,23,130.0
SIPB,Privado,CAVU - Clube de Aviação Desportiva,Raposa,MA,-2.448055555555556,-44.11972222222222,11.531201800729004,VFR Diurna,Cascalho,400,18,90.0
SWPW,Privado,CEA-Caçapava,Caçapava,SP,-23.12666666666667,-45.66277777777778,10.592648758268606,VFR Diurna,Asfalto,1380,30,160.0
SNOG,Privado,Ceará Mirim,Ceará-Mirim,RN,-5.661388888888889,-35.41361111111111,15.239696099048635,VFR Diurna,Asfalto,1200,20,160.0
SIIC,Privado,Celeiro 1,Jaborandi,BA,-14.369722222222222,-45.54111111111111,3.507401092381588,VFR Diurna,Cascalho,1270,30,80.0
SDCX,Privado,Celeiro 2,Gilbués,PI,-9.39861111111111,-45.13527777777778,5.11675752422649,VFR Diurna,Cascalho,1384,30,80.0
SSUC,Privado,Célia Neuza,Santa Bárbara do Pará,PA,-1.1691666666666667,-48.21055555555556,11.844053168047282,VFR Diurna,Piçarra,550,18,100.0
SDXI,Privado,Cel Porto,Camapuã,MS,-19.139166666666664,-53.70388888888889,7.876079413579595,VFR Diurna,Grama,800,18,140.0
SSAU,Privado,Centeno,Tapes,RS,-30.747500000000002,-51.428888888888885,17.945568989961195,VFR Diurna,Grama,650,20,130.0
SNSK,Privado,Central Ferraz,Herculândia,SP,-21.86888888888889,-50.30888888888889,9.001409286095287,VFR Diurna/Noturna,Asfalto,1000,18,160.0
SNQQ,Privado,Centroar,Flores de Goiás,GO,-14.496666666666666,-47.03611111111111,2.2904981532678574,VFR Diurna,Terra,920,30,30.0
SDCB,Privado,Centro Brasileiro de Aviação Agrícola Experimental e Recreativo (CBAAER),Brasília,DF,-15.773333333333333,-47.70277777777778,2.971588977194308,VFR Diurna,Asfalto,600,18,30.0
SDOI,Privado,Centro Nacional de Pára-Quedismo,Boituva,SP,-23.298055555555557,-47.69194444444444,10.354330109001397,VFR Diurna,Terra,700,30,60.0
SJSM,Privado,Chácara Marcella,Goioerê,PR,-24.209722222222222,-53.00944444444445,11.984605187360724,VFR Diurna,Grama,490,18,150.0
SDWV,Privado,Chácara Maringá,Senador José Porfírio,PA,-2.5727777777777776,-51.953611111111115,10.902400789660739,VFR Diurna,Piçarra,985,18,100.0
SWLY,Privado,Chácara MCL,Andradina,SP,-20.88111111111111,-51.35638888888889,8.294656100782412,VFR Diurna/Noturna,Asfalto,1350,24,70.0
SNYP,Privado,Chácara Paraíso,Marituba,PA,-1.3177777777777777,-48.29888888888889,11.691717655177747,VFR Diurna,Terra,960,18,120.0
SWRD,Privado,Chácara Rondoagro,São Miguel do Guaporé,RO,-11.731666666666667,-62.70916666666667,13.996750937469578,VFR Diurna,Cascalho,600,18,10.0
SWXJ,Privado,Chácara São José,Cuiabá,MT,-15.595833333333333,-56.00416666666667,7.685799766813832,VFR Diurna,Cascalho,600,18,140.0
SWMT,Privado,Chácara São Matheus,Japurá,PR,-23.485,-52.572500000000005,11.153216184132718,VFR Diurna,Cascalho,700,18,110.0
SDXE,Privado,Chácara Serradinho,Jaboticabal,SP,-21.263333333333332,-48.35527777777778,8.273733878931731,VFR Diurna,Asfalto,750,18,60.0
SSHD,Privado,Chico Ledur,Alegrete,RS,-29.818055555555556,-55.71416666666667,18.195286295197377,VFR Diurna,Grama,600,18,150.0
SDQQ,Privado,Cia. Agrícola Quatá,Quatá,SP,-22.285555555555558,-50.63944444444444,9.471872280925924,VFR Diurna,Asfalto,1100,18,160.0
SIKI,Privado,Cialne Irauçuba,Irauçuba,CE,-3.7544444444444443,-39.95166666666667,12.776670157307889,VFR Diurna,Piçarra,750,20,80.0
SNJC,Privado,Cialne Umirim,Umirim,CE,-3.6947222222222225,-39.40861111111111,13.1993862149199,VFR Diurna,Piçarra,700,20,90.0
SNCI,Privado,Cibrasa,Capanema,PA,-1.2361111111111112,-47.20527777777778,11.867494993588139,VFR Diurna,Asfalto,1350,30,10.0
SICK,Privado,Cidade Capelinha,Capelinha,MG,-17.68277777777778,-42.53111111111111,7.800778312703848,VFR Diurna,Cascalho,1150,23,40.0
SIXM,Privado,Cifi,Cuiabá,MT,-15.643611111111111,-55.99,7.688763210477359,VFR Diurna,Grama,500,18,10.0
SNXY,Privado,Cikel Brasil Verde,Portel,PA,-2.700277777777778,-50.52861111111111,10.448779397377557,VFR Diurna,Piçarra,1200,20,50.0
SIVJ,Privado,Cirrus Sociedade Aerodesportiva,Jaboticatubas,MG,-19.450833333333332,-43.900555555555556,8.082372169850588,VFR Diurna,Cascalho,500,40,130.0
SJAC,Privado,Citropar,Capitão Poço,PA,-1.8405555555555557,-47.18444444444444,11.271521047684518,VFR Diurna,Piçarra,750,20,110.0
SJEH,Privado,Clemente Verillo,Ribeirão Bonito,SP,-22.10138888888889,-48.22666666666667,9.117592380552077,VFR Diurna/Noturna,Asfalto,1000,25,50.0
SIVG,Privado,Clube Aerodesportivo Selva,Sinop,MT,-11.87638888888889,-55.446666666666665,6.770552393031906,VFR Diurna,Grama,600,20,100.0
SIAN,Privado,Clube CÉU,Rio de Janeiro,RJ,-22.961388888888887,-43.659444444444446,11.19584952927194,VFR Diurna,Asfalto,750,20,130.0
SWON,Privado,Clube de Aviação Céu Azul,Araquari,SC,-26.56138888888889,-48.69611111111111,13.561590178278514,VFR Diurna,Asfalto,1000,23,160.0
SJXA,Privado,Clube de Aviação de Itaúna,Itaúna,MG,-20.074444444444445,-44.65416666666667,8.184610450431265,VFR Diurna,Terra,1300,23,140.0
SWES,Privado,Clube de Aviação Experimental do Paraná,Ibiporã,PR,-23.287222222222223,-51.09055555555556,10.545706194267053,VFR Diurna,Asfalto,550,18,80.0
SWEQ,Privado,Clube de Esportes Aéreos e Náuticos do Pará,Belém,PA,-1.2672222222222222,-48.43,11.737703113587258,VFR Diurna,Asfalto,600,18,90.0
SWYV,Privado,Clube de Marte Ibirá de Pára-Quedismo,Ibirá,SP,-21.091388888888886,-49.22416666666667,8.104124968949186,VFR Diurna,Grama,880,20,120.0
SJPU,Privado,Clube de Ultraleves do Piauí,Teresina,PI,-5.0313888888888885,-42.718611111111116,10.005901784681447,VFR Diurna,Asfalto,250,15,10.0
SIVQ,Privado,Clube de Voo Aeroquadra,Quadra,SP,-23.314722222222223,-48.03,10.341232737038895,VFR Diurna,Grama,799,18,30.0
SWVN,Privado,Clube de Voo Fazenda Novo Horizonte,Itu,SP,-23.173055555555557,-47.411944444444444,10.263302306197314,VFR Diurna,Grama,799,20,140.0
SNIF,Privado,Clube de Voo Floresta,Visconde do Rio Branco,MG,-20.988055555555558,-42.937777777777775,9.890593895617432,VFR Diurna,Grama,700,25,30.0
SWMY,Privado,Clube de Voo Mãe Irene,Altamira,PA,-8.307500000000001,-55.08694444444445,7.869138667236557,VFR Diurna,Cascalho,490,18,90.0
SNWE,Privado,Clube Estância Ouro Verde ,Santa Rita,PB,-7.046388888888889,-34.91277777777778,15.082045384442893,VFR Diurna,Asfalto,953,18,160.0
SDVO,Privado,Clube Voart,Araguaína,TO,-7.284166666666667,-48.13055555555555,5.751490232276789,VFR Diurna,Cascalho,860,18,80.0
SSCO,Privado,Cmt. Marilda Zaiden de Mesquita,Capão do Leão,RS,-31.774166666666666,-52.45138888888889,19.131700347303486,VFR Diurna,Grama,800,18,30.0
SWKE,Privado,Cobrape,Formoso do Araguaia,TO,-11.485,-49.95444444444445,1.923053208305821,VFR Diurna,Cascalho,1000,18,150.0
SWCD,Privado,Colider,Colíder,MT,-10.761111111111111,-55.46222222222222,7.056802514481685,VFR Diurna,Cascalho,1000,18,10.0
SIXZ,Privado,COLNIZA,Colniza,MT,-9.446388888888889,-59.19916666666666,11.017970289037965,VFR Diurna,Cascalho,1200,22,30.0
SIME,Privado,Comandante Carlos Inácio Agnes,Davinópolis,MA,-5.583611111111111,-47.42805555555555,7.536818894149567,VFR Diurna,Piçarra,1050,20,90.0
SDVI,Privado,Comandante Gastão,Tangará da Serra,MT,-14.645555555555555,-57.50277777777778,8.886465034110532,VFR Diurna,Cascalho,700,25,150.0
SSML,Privado,Comandante Jorge Mello,Bom Jesus da Lapa,BA,-13.196666666666667,-43.635555555555555,5.138209564708726,VFR Diurna,Piçarra,1000,18,10.0
SIUW,Privado,Comandante Milton Tosto,Bonito,BA,-12.005555555555556,-41.30444444444444,7.531496498450552,VFR Diurna,Piçarra,995,26,120.0
SINN,Privado,Comandante Nelinho,Araranguá,SC,-28.975277777777777,-49.489444444444445,15.991469613071914,VFR Diurna,Grama,565,18,70.0
SJCA,Privado,Comandante Vittório Bonomi,Mococa,SP,-21.531666666666666,-47.04694444444444,8.703921906740776,VFR Diurna/Noturna,Asfalto,1600,35,50.0
SJGL,Privado,Comandante Zequinha / Grand Lake,Luziânia,GO,-16.671666666666667,-48.01027777777778,3.7494418205980184,VFR Diurna,Cascalho,1000,18,140.0
SWDS,Privado,Condomínio Aéreo Santos Dumont,Ji-Paraná,RO,-10.953888888888889,-61.99333333333333,13.380699351059969,VFR Diurna,Cascalho,800,18,140.0
SNDD,Privado,Condomínio Aeronáutico Santos Dumont,Elias Fausto,SP,-23.068055555555556,-47.323888888888895,10.171380438044391,VFR Diurna,Terra,1200,23,160.0
SJRI,Privado,Condomínio Boa Esperança,Ribeiro Gonçalves,PI,-8.40638888888889,-45.44138888888889,5.672822487010838,VFR Diurna,Terra,1350,24,120.0
SSQQ,Privado,Condomínio CLC,Campo Grande,MS,-20.340277777777775,-54.59027777777778,9.367780487683945,VFR Diurna,Grama,750,18,180.0
SWIT,Privado,Condomínio de Voo Itaipu - CVI,Santa Terezinha de Itaipu,PR,-25.484444444444446,-54.44138888888889,13.712257473349604,VFR Diurna/Noturna,Asfalto,800,18,10.0
SSVG,Privado,Condomínio Fly Vila Resort,Guapé,MG,-20.761111111111113,-45.986111111111114,8.24529459902382,VFR Diurna,Asfalto,1200,23,40.0
SSBI,Privado,Condomínio Irmãos Gatto,Barreiras,BA,-11.853055555555555,-46.30305555555555,2.7205323836737025,VFR Diurna,Terra,1600,21,50.0
SNLL,Privado,Condomínio Liberty,Goianápolis,GO,-16.449166666666667,-49.01222222222222,3.4576613916609467,VFR Diurna,Asfalto,1640,30,180.0
SIFQ,Privado,Condomínio Menega,Flores da Cunha,RS,-29.044722222222223,-51.14333333333333,16.219304001694486,VFR Diurna,Grama,750,18,100.0
SWLD,Privado,Condomínio Milla ,Baixa Grande do Ribeiro,PI,-8.252777777777778,-45.24722222222222,5.911521132396083,VFR Diurna,Terra,1200,20,110.0
SJHG,Privado,Confresa,Confresa,MT,-10.63361111111111,-51.56722222222223,3.6639116438515047,VFR Diurna,Cascalho,1100,30,120.0
SNKP,Privado,Conquista do Pontal,Mirante do Paranapanema,SP,-22.383888888888887,-52.10805555555556,9.959918954037107,VFR Diurna,Asfalto,1065,23,80.0
SJKT,Privado,Contão,Pacaraima,RR,4.171666666666667,-60.54361111111111,20.82027989021257,VFR Diurna,Terra,700,20,90.0
SSWB,Privado,COOPADF,Brasília,DF,-16.014444444444443,-47.558055555555555,3.248951314664738,VFR Diurna,Cascalho,799,20,110.0
SSKP,Privado,Copacel,Palotina,PR,-24.30888888888889,-53.842222222222226,12.394289256461605,VFR Diurna,Terra,772,19,20.0
SJLZ,Privado,Coperjava,Formoso do Araguaia,TO,-11.835,-49.71222222222222,1.4983349812539841,VFR Diurna,Cascalho,900,30,180.0
SIFC,Privado,Coroa do Avião,Igarassu,PE,-7.844444444444444,-34.89138888888889,14.805255805283359,VFR Diurna/Noturna,Asfalto,1145,30,180.0
SNOZ,Privado,Coronel Alexandre Raposo,Paço do Lumiar,MA,-2.5236111111111112,-44.12416666666667,11.460300672859578,VFR Diurna,Asfalto,1000,30,90.0
SJNX,Privado,Cosmos Aviação Agrícola,Chapadão do Céu,GO,-18.407777777777778,-52.63,6.644069573222962,VFR Diurna,Cascalho,959,30,60.0
SNME,Privado,Costa dos Coqueiros,Mata de São João,BA,-12.489722222222222,-38.02361111111111,10.758496993619904,VFR Diurna,Cascalho,785,18,150.0
SDEN,Privado,COSTA ESMERALDA,Porto Belo,SC,-27.166666666666668,-48.62166666666667,14.167443214010856,VFR Diurna/Noturna,Asfalto,1195,23,150.0
SNKH,Privado,Creputiá,Jacareacanga,PA,-8.116944444444444,-57.117222222222225,9.670592039053373,VFR Diurna,Cascalho,1050,60,150.0
SSXT,Privado,Cristal,Borá,SP,-22.182222222222222,-50.49305555555556,9.342490320348343,VFR Diurna,Terra,800,20,30.0
SWKU,Privado,Cucuí,São Gabriel da Cachoeira,AM,1.1205555555555555,-66.84166666666667,22.934149762060986,VFR Diurna,Asfalto,1200,30,160.0
SJKU,Privado,Cumaipá,Uiramutã,RR,4.813888888888889,-60.47361111111111,21.314529091345236,VFR Diurna,Terra,700,20,10.0
SJKV,Privado,Cumanã 1,Pacaraima,RR,4.470277777777778,-60.778055555555554,21.199151017388044,VFR Diurna,Terra,800,25,100.0
SJKW,Privado,Cumanã 2,Pacaraima,RR,4.426944444444445,-60.823888888888895,21.189493387418025,VFR Diurna,Terra,650,20,80.0
SNQW,Privado,Cururu,Jacareacanga,PA,-7.564444444444444,-57.742222222222225,10.49028292289913,VFR Diurna,Piçarra,985,25,120.0
SJKX,Privado,Cutia,Uiramutã,RR,4.17,-59.74861111111111,20.379862657265683,VFR Diurna,Terra,800,25,100.0
SJND,Privado,Darinha,Cascavel,CE,-4.109722222222222,-38.24277777777778,13.778949404149024,VFR Diurna,Asfalto,600,20,110.0
SJXE,Privado,Deputado Moraes Souza,Buriti dos Lopes,PI,-3.154444444444444,-41.86805555555556,12.02380145011254,VFR Diurna/Noturna,Asfalto,1200,25,110.0
SNDP,Privado,Derso Portilho Vieira,São Félix do Araguaia,MT,-11.425277777777778,-52.21888888888889,3.7913829462429303,VFR Diurna,Cascalho,1100,18,10.0
SJNQ,Privado,Destilaria Medasa,Caravelas,BA,-17.485,-40.157777777777774,9.710077064830042,VFR Diurna,Terra,1220,30,20.0
SJZC,Privado,Destilaria São Luiz,Maraial,PE,-8.77888888888889,-35.785,13.653864068912721,VFR Diurna,Terra,1000,28,90.0
SWDU,Privado,Destilaria Tabu,Caaporã,PB,-7.470555555555555,-34.88944444444444,14.941371369290767,VFR Diurna,Terra,650,30,150.0
SWDT,Privado,Dezoito,Nerópolis,GO,-16.43888888888889,-49.19944444444444,3.4655994172707922,VFR Diurna,Asfalto,600,18,70.0
SJDS,Privado,Dias Branco,Eusébio,CE,-3.917222222222222,-38.48916666666667,13.718323009328495,VFR Diurna/Noturna,Asfalto,1800,32,130.0
SILJ,Privado,Do Gaúcho,Laranjal do Jari,AP,-0.8333333333333334,-52.5025,12.726324450829381,VFR Diurna,Piçarra,850,20,180.0
SNDR,Privado,Domingos Rego,Timon,MA,-5.0808333333333335,-42.87361111111111,9.873226555865962,VFR Diurna/Noturna,Asfalto,1518,30,20.0
SJWL,Privado,Doutor Mauro de Souza Castro,Campo Largo,PR,-25.41722222222222,-49.515277777777776,12.43956778518043,VFR Diurna,Grama,550,20,140.0
SIDV,Privado,Doutor Saulo Villela,Juiz de Fora,MG,-21.780277777777776,-43.280277777777776,10.355207768659149,VFR Diurna,Asfalto,570,18,140.0
SIDB,Privado,Dr. Almir Lopes de Oliveira Melo,Coelho Neto,MA,-4.268888888888889,-43.00055555555556,10.465122571288823,VFR Diurna,Asfalto,1430,23,180.0
SSWH,Privado,Dr. Emílio Fehr (ex-Fazenda Agropecuária Rossignolo),São Carlos,SP,-21.906666666666666,-47.821111111111115,8.957069902293266,VFR Diurna,Grama,800,18,30.0
SIII,Privado,Dr. Heráclito da Motta Luiz,Guaíra,SP,-20.43305555555556,-48.224444444444444,7.453049426655702,VFR Diurna,Terra,1200,20,150.0
SJOO,Privado,Dr. João Osmar de Oliveira,Comodoro,MT,-14.134444444444444,-59.81944444444445,11.107528380715268,VFR Diurna,Cascalho,980,30,170.0
SDJA,Privado,Dr. José Augusto de Arruda Botelho,Itirapina,SP,-22.19472222222222,-47.86194444444445,9.239452453246484,VFR Diurna/Noturna,Asfalto,1400,21,70.0
SDHX,Privado,D'Tapes,Tapes,RS,-30.749722222222225,-51.535,17.96379313970325,VFR Diurna,Terra,438,18,150.0
SIZD,Privado,DZ47,Tijucas,SC,-27.28805555555556,-48.658055555555556,14.288494081507821,VFR Diurna,Grama,700,18,120.0
SSDF,Privado,Ecides Fires,São Sebastião do Passé,BA,-12.517222222222223,-38.500277777777775,10.2810636076391,VFR Diurna,Piçarra,800,30,50.0
SIRR,Privado,Ecotur Univini Park,Caracaraí,RR,0.8013888888888889,-61.660555555555554,18.88504058224948,VFR Diurna,Terra,700,18,30.0
SDED,Privado,Edra Aeronáutica,Ipeúna,SP,-22.440277777777776,-47.700833333333335,9.50062955191476,VFR Diurna,Grama,500,20,130.0
SJEC,Privado,Eduardo Cordeiro de Araújo,Pelotas,RS,-31.686666666666667,-52.467777777777776,19.049017602095343,VFR Diurna,Grama,620,18,160.0
SSMK,Privado,El Dorado,Eldorado do Sul,RS,-30.072499999999998,-51.41111111111111,17.27558173119604,VFR Diurna,Grama,400,18,100.0
SIEL,Privado,Eletro Primavera Ltda,Pimenta Bueno,RO,-11.900833333333333,-61.230555555555554,12.50894128670358,VFR Diurna,Cascalho,1030,20,50.0
SIIG,Privado,Elisa Camargo de Arruda Botelho,Rancharia,SP,-22.361111111111114,-51.10138888888889,9.647060453101894,VFR Diurna,Grama,950,23,20.0
SDBX,Privado,Eloy Biesuz,Itapejara d'Oeste,PR,-25.998333333333335,-52.92666666666666,13.646777906239342,VFR Diurna,Cascalho,1200,23,100.0
SIJR,Privado,Ely Rego,Balsa Nova,PR,-25.539444444444445,-49.6,12.56688374161664,VFR Diurna,Grama,500,25,120.0
SWVZ,Privado,Emal - Empresa de Mineração Aripuanã Ltda,Nobres,MT,-14.75,-56.35277777777778,7.782096043300963,VFR Diurna,Cascalho,800,20,130.0
SWEM,Privado,Emal - Empresa de Mineração Aripuanã Ltda,Primavera do Leste,MT,-14.61888888888889,-54.00333333333333,5.4780086721678,VFR Diurna,Cascalho,900,20,80.0
SBGP,Privado,EMBRAER - Unidade Gavião Peixoto,Gavião Peixoto,SP,-21.764444444444443,-48.40472222222222,8.77205302507294,"VFR Diurna/Noturna, IFR Diurna/Noturna",Asfalto,3000,45,20.0
SNAN,Privado,Empresa Agrícola Chiapeta,Chiapeta,RS,-28.066944444444445,-53.87777777777778,15.909186299718028,VFR Diurna,Grama,900,25,40.0
SJIR,Privado,Engenheiro Joaquim Martins,Iramaia,BA,-13.307777777777778,-40.882777777777775,7.893225040704842,VFR Diurna,Asfalto,1200,30,10.0
SNNM,Privado,Entre Rios,Guarapuava,PR,-25.566111111111113,-51.49666666666667,12.85853255888483,VFR Diurna,Terra,780,25,150.0
SWAQ,Privado,Érico,Amajari,RR,3.763333333333333,-62.409444444444446,21.611195922427125,VFR Diurna,Terra,800,30,140.0
SSPE,Privado,Essência Retiro do Rio Cuiabá,Nobres,MT,-14.435555555555556,-55.60944444444445,6.988477664107428,VFR Diurna,Cascalho,1000,20,80.0
SSLM,Privado,Estância Acrobata,Leopoldo de Bulhões,GO,-16.54888888888889,-48.94166666666666,3.5530383884956067,VFR Diurna/Noturna,Cascalho,800,18,70.0
SIQH,Privado,Estância Ayrton Senna,Caarapó,MS,-22.65888888888889,-54.82222222222222,11.39840025595968,VFR Diurna,Terra,900,18,40.0
SSEX,Privado,Estância Caiman,Miranda,MS,-19.968888888888888,-56.31166666666666,10.268502736854579,VFR Diurna,Cascalho,950,26,40.0
SJVM,Privado,Estância Califórnia,Alta Floresta,MT,-9.891944444444444,-56.129444444444445,7.988831696016879,VFR Diurna,Terra,640,20,30.0
SDES,Privado,Estância Colorado,Sales Oliveira,SP,-20.761944444444445,-47.86194444444445,7.814879810375672,VFR Diurna,Terra,1027,30,10.0
SWEC,Privado,Estância das Cascatas,Aragarças,GO,-15.9025,-52.09861111111111,4.416351229127086,VFR Diurna,Asfalto,1160,18,30.0
SJEG,Privado,Estância Esmeralda,Corumbá,MS,-20.160277777777775,-57.15888888888889,11.02919011736862,VFR Diurna,Grama,800,20,20.0
SSFE,Privado,Estância Hércules,Foz do Iguaçu,PR,-25.461666666666666,-54.59722222222222,13.756803950710045,VFR Diurna,Asfalto,1000,18,170.0
SNOI,Privado,ESTANCIA IRMÃOS MARTINS,Tupã,SP,-22.005,-50.48916666666667,9.167636501725935,VFR Diurna,Terra,400,18,100.0
SDEM,Privado,Estância Machado,Álvares Machado,SP,-22.101111111111113,-51.45166666666667,9.487969201462516,VFR Diurna,Grama,700,30,180.0
SSNA,Privado,Estância Miranda,Miranda,MS,-19.90083333333333,-56.43944444444444,10.317067353703962,VFR Diurna,Cascalho,1100,23,60.0
SNEA,Privado,Estância Primavera,Alegrete,RS,-30.058055555555555,-55.43555555555555,18.314117237820042,VFR Diurna,Grama,575,20,50.0
SWEP,Privado,Estância Punta Del Este,Sertaneja,PR,-22.804444444444446,-50.98277777777778,10.051045535566173,VFR Diurna,Asfalto,10205,20,100.0
SJQP,Privado,Estância Rebog,Cocalinho,MT,-12.800833333333333,-50.628055555555555,1.8686994966130757,VFR Diurna,Cascalho,1150,30,10.0
SWEN,Privado,Estância Recanto,Alta Floresta,MT,-9.9375,-56.08722222222222,7.932253607858406,VFR Diurna,Terra,900,18,130.0
SIAD,Privado,Estância Regina,Porto Murtinho,MS,-21.00888888888889,-57.34805555555556,11.735643925612496,VFR Diurna,Grama,900,30,70.0
SWHR,Privado,Estância Rio Paraná,Presidente Epitácio,SP,-21.856944444444444,-52.18611111111111,9.492906826437942,VFR Diurna,Grama,800,25,40.0
SJCY,Privado,Estância Santa Rita,Cuiabá,MT,-15.679444444444444,-55.955555555555556,7.668874178967827,VFR Diurna,Asfalto,1600,30,120.0
SITJ,Privado,Estância Tejo,Coxim,MS,-18.34472222222222,-54.76722222222222,8.033226625424684,VFR Diurna,Cascalho,800,20,70.0
SJKZ,Privado,Estevão,Uiramutã,RR,4.449722222222222,-60.439166666666665,20.991956943723952,VFR Diurna,Terra,600,20,90.0
SJEV,Privado,Evanderto Almeida,Assaré,CE,-6.989166666666667,-39.844166666666666,10.761069559089172,VFR Diurna,Terra,1000,23,140.0
SDSJ,Privado,Executivo,Cascavel,PR,-24.87138888888889,-53.46527777777778,12.766186100857547,VFR Diurna,Asfalto,1199,23,90.0
SSXF,Privado,Fátima do Sul,Fátima do Sul,MS,-22.36138888888889,-54.55138888888889,11.002729634667036,VFR Diurna,Cascalho,700,18,70.0
SNRN,Privado,Fazenda 20 de Maio,Getulina,SP,-21.80888888888889,-49.971111111111114,8.8903988300877,VFR Diurna,Terra,1100,20,110.0
SJIJ,Privado,Fazenda 2J,Novo São Joaquim,MT,-14.815277777777778,-52.909444444444446,4.519981606061665,VFR Diurna,Terra,800,20,110.0
SWUX,Privado,Fazenda 4 Amigos,Abreulândia,TO,-9.243055555555555,-49.66833333333333,3.8628531342027155,VFR Diurna,Cascalho,800,20,180.0
SWIZ,Privado,Fazenda 7 Reis,Nova Alvorada do Sul,MS,-21.295555555555556,-54.47944444444445,10.07045171973463,VFR Diurna,Asfalto,1200,20,130.0
SJUA,Privado,Fazenda ABC,Buritis,MG,-15.373888888888889,-46.33111111111111,3.40345816327097,VFR Diurna,Cascalho,840,18,10.0
SNEK,Privado,Fazenda Acalanto,São Desidério,BA,-12.965,-45.976111111111116,2.7941081087632917,VFR Diurna,Asfalto,1360,25,80.0
SJUS,Privado,Fazenda Acará,Britânia,GO,-15.076666666666666,-51.157777777777774,3.164494771759592,VFR Diurna,Grama,1200,19,40.0
